id,name,job,gender,department
1431057,Miles Barry,Visual Effects Editor,0,Crew
1431061,Camille Cellucci,Visual Effects Producer,0,Visual Effects
1431062,Adam Estey,Visual Effects Editor,0,Crew
1431066,David Legault,Visual Effects Editor,0,Crew
1431067,Peter Muyzers,Visual Effects Supervisor,0,Visual Effects
1431068,Stephen Pepper,Visual Effects Supervisor,0,Visual Effects
1431073,Gerardo Moreno,Stunt Coordinator,0,Crew
1431074,Robert Barcelona,Camera Operator,0,Camera
1431075,Stephen Buckingham,Camera Operator,0,Camera
1431079,Quincy Paglaro,Camera Operator,0,Camera
1431080,Stephanie Blomkamp,Still Photographer,0,Camera
1431084,Benito Aguilar,Gaffer,0,Lighting
1431086,Chris Rumak,Gaffer,0,Lighting
1431090,Rod M. Janusch,Gaffer,0,Lighting
1431091,Victor Acosta,Rigging Gaffer,0,Lighting
1431097,Bárbara González Monsreal,Costume Supervisor,0,Costume & Make-Up
1431098,Anne Burke,Set Costumer,0,Costume & Make-Up
1431100,William Bartlett,Digital Intermediate,0,Editing
1431101,Chris Davies,Digital Intermediate,0,Editing
1431102,Sam Trounce,Digital Intermediate,0,Editing
1431104,Scott Irvine,Transportation Coordinator,0,Crew
1431105,Nicole Soriano,Transportation Coordinator,0,Crew
1431106,Carol Green-Lundy,Script Supervisor,0,Directing
1431108,Gabriela Herrera,Script Supervisor,0,Directing
1431109,Juan Pablo Noval,Location Manager,0,Production
1431111,Milenco Galipienzo,Location Manager,0,Production
3719,Adrian Gorton,Set Designer,0,Art
3193,Scott Martin Gershin,Sound Designer,2,Sound
3961,Martin Hunter,Editor,2,Editing
22100,Hugh Johnson,Director of Photography,2,Camera
22135,Holger Gross,Production Design,2,Art
41324,Michael Dennison,Costume Design,2,Costume & Make-Up
60791,George Zakk,Executive Producer,2,Production
60946,Jay Scully,Casting Associate,2,Production
63920,Jim Wheat,Characters,2,Writing
63921,Ken Wheat,Characters,2,Writing
72107,Tracy Adams,Additional Editing,2,Editing
74089,Steve Burg,Visual Effects Art Director,2,Crew
95842,Joshua Winget,Supervising Music Editor,2,Sound
146352,Bob Brown,Stunt Coordinator,2,Crew
172855,Terrance Leigh,Stunts,2,Crew
214170,Richard Dean,Makeup Artist,0,Costume & Make-Up
230131,D. Brent Lane,Property Master,0,Art
928588,Freddy Luis,Casting Associate,0,Production
1271920,William H. Orr,Special Effects Coordinator,0,Crew
1341743,Tom Debenham,VFX Supervisor,0,Visual Effects
1341850,Pamela Klamer,Set Designer,1,Art
1375909,Tyler Patton,Assistant Property Master,2,Art
1387544,Kelly Moon,Script Supervisor,0,Directing
1391694,Emily Wallin,First Assistant Editor,0,Editing
1400812,Hugh Waddell,ADR Supervisor,0,Sound
1401305,Ashley Revell,Music Editor,0,Sound
1401605,Debra Wiebe,Hairstylist,0,Costume & Make-Up
1406389,Bruce Tanis,Sound Effects Editor,0,Sound
1407813,Peter Zinda,Sound Designer,0,Sound
1407845,Lee Anne Muldoon,Unit Publicist,0,Crew
1408588,Steve Vincent,Best Boy Electric,0,Lighting
1410327,Ian C. Ballard,Key Hair Stylist,0,Costume & Make-Up
1410333,Jeremy Johns,Production Manager,0,Production
1410335,John Kreidman,Production Supervisor,0,Production
1410340,Vivien Nishi,Assistant Art Director,0,Art
1410345,Tommy Tomlinson,Property Master,0,Art
1410346,Jan Kobylka,Construction Coordinator,0,Art
1410571,Bryan Celano,Sound Effects Editor,0,Sound
1410573,Denise Davis,Visual Effects Producer,0,Visual Effects
1410575,Sara Hyoun,Visual Effects Editor,0,Crew
1410582,Scott MacDonald,Camera Operator,0,Camera
1410583,Mike Thomas,Camera Operator,0,Camera
1410586,Marco Daxton,Set Costumer,0,Costume & Make-Up
1410588,Andra Norton,Set Costumer,0,Costume & Make-Up
1416172,Steve Ziolkowski,Lead Animator,0,Visual Effects
1421749,Gail L. Smith,Assistant Costume Designer,0,Costume & Make-Up
1434100,Kevin Willis,Assistant Editor,0,Editing
1436687,Dean Choe,Stunt Coordinator,0,Crew
1449159,John Sweeney,Assistant Property Master,0,Art
1531240,Christine Coutts,Assistant Costume Designer,0,Costume & Make-Up
1550186,Benton Jew,Storyboard,0,Writing
1550380,Theo Eglseder,First Assistant Camera,0,Camera
1550399,Rob Young,Production Sound Mixer,2,Sound
1551226,Lee Blasingame,First Assistant Camera,0,Camera
1558250,Robert C. Lusted,First Assistant Editor,0,Editing
1562661,Donald D. Brown,Boom Operator,0,Sound
1612808,Venessa De Anda,Art Department Assistant,0,Art
1640689,Phillip Norwood,Storyboard,0,Writing
1644461,Bob Findlay,First Assistant Camera,0,Camera
1702512,Summer Eves,Set Costumer,0,Costume & Make-Up
1713986,Keith A. Parent,Set Costumer,0,Costume & Make-Up
1744856,M.B. Gordy,Musician,0,Sound
1762832,Steve Woodley,Animal Coordinator,0,Crew
1771235,David Ticotin,Second Assistant Director,0,Directing
1771243,Mandy Spencer-Phillips,Unit Manager,0,Production
1771245,Jonas Mayabb,Art Department Assistant,0,Art
1771248,Joanne McArthur,Art Department Assistant,0,Art
1771252,Ginny Sakamoto,Set Designer,0,Art
1771253,Jim Campbell,Set Dresser,0,Art
1771254,Darian Deering,Set Dresser,0,Art
1771255,Mecca Thornhill,Set Dresser,0,Art
1771256,Jamie Westbury,Set Dresser,0,Art
1771258,Gordon Stewart,Set Dresser,0,Art
1771259,Aristidi Georgiopoulos,First Assistant Camera,0,Camera
1771260,Corey Robson,Camera Loader,0,Camera
1771261,Tim Richardson,Production Sound Mixer,0,Sound
1771264,Lesley Neufeld,Assistant Costume Designer,0,Costume & Make-Up
1771265,Daevina Danyluck,Set Costumer,0,Costume & Make-Up
1771266,Janice Gardner,Set Costumer,0,Costume & Make-Up
1771267,Christine Kunicki,Set Costumer,0,Costume & Make-Up
1771268,Eliza Lau,Set Costumer,0,Costume & Make-Up
1771269,Danise Lee,Set Costumer,0,Costume & Make-Up
1771270,Lenore Martinolich,Set Costumer,0,Costume & Make-Up
1771271,Elizabeth Merrie,Set Costumer,0,Costume & Make-Up
1771272,Margaret Perry,Set Costumer,0,Costume & Make-Up
1771278,Teya Sellan,Best Boy Electric,0,Lighting
1771285,Kim Olsen,Key Grip,0,Camera
1771287,Bliss McDonald,Production Coordinator,0,Production
1771288,Mark Mayer,Production Accountant,0,Production
1771289,Suzanne Ward,Casting Assistant,0,Production
1771290,Josie Ochej,Casting Assistant,0,Production
1771292,Cliff Brown,Transportation Captain,0,Crew
1771294,Jack Lopatinsky,Transportation Captain,0,Crew
1771299,Maggie Ostroff,Assistant Editor,0,Editing
1771300,David Matusek,Assistant Editor,0,Editing
1771301,Richard Long,Assistant Editor,2,Editing
1771302,Lorie Olson,Assistant Editor,0,Editing
1813078,Don Anderson,Assistant Property Master,0,Art
1855372,Jesse Homan,Grip,0,Camera
1855373,Lanny Campbell,Ager/Dyer,0,Costume & Make-Up
1855374,Christopher Donaldson,Costume Illustrator,0,Costume & Make-Up
1855375,Ahmad Zargaran,Tailor,0,Costume & Make-Up
1855376,Barrie Wells,Techno Crane Operator,0,Crew
1855377,Philip Katsikas,Third Assistant Director,0,Directing
1855378,David J. Bowler,Assistant Production Coordinator,0,Production
1855379,Sari Gennis,3D Animator,0,Visual Effects
1855380,Jo Walls,3D Artist,0,Visual Effects
1855384,Mark Welser,Matchmove Supervisor,0,Visual Effects
7722,Edward Neumeier,Characters,2,Writing
8578,Daniel Rezende,Editor,2,Editing
14912,Diane Kerbel,Casting,0,Production
15219,Marc Abraham,Producer,2,Production
15220,Eric Newman,Producer,2,Production
44036,Michael Miner,Characters,0,Writing
52576,José Padilha,Director,2,Directing
52581,Pedro Bromfman,Original Music Composer,0,Sound
52582,Lula Carvalho,Director of Photography,0,Camera
959549,Patrick Banister,Art Direction,2,Art
1012022,Joshua Zetumer,Screenplay,0,Writing
1046115,Peter McNulty,Editor,0,Editing
1322465,Cori Burchell,Costume Supervisor,0,Costume & Make-Up
1329753,Maribeth Knezev,Makeup Department Head,0,Costume & Make-Up
1329754,Kevin Kuffa,Casting,0,Production
1329755,Isabel De Biasio,Costume Supervisor,0,Costume & Make-Up
6800,David Tattersall,Director of Photography,2,Camera
11267,Jessica Alan,Producer,0,Production
40836,Marcus Loges,Line Producer,0,Production
70216,Tatsuo Yoshida,Author,0,Writing
956953,Michael Lambert,Executive Producer,2,Production
986035,David Lane Seltzer,Executive Producer,2,Production
3388,James L. Brooks,Director,2,Directing
3175,Richard Marks,Editor,2,Editing
7857,Merideth Boswell,Set Decoration,0,Art
9269,Jeannine Oppewall,Production Design,0,Art
10685,Laurence Mark,Producer,2,Production
12756,John D. Schofield,Executive Producer,2,Production
53182,Nancy Nye,Set Decoration,1,Art
55985,Tracey Wadmore-Smith,Editor,2,Editing
67994,Julie Ansell,Producer,1,Production
956872,David Blass,Art Direction,2,Art
1399989,Anthony Dunne,Art Direction,0,Art
366,James Mangold,Director,2,Directing
409,Cathy Konrad,Producer,1,Production
432,Phedon Papamichael,Director of Photography,2,Camera
434,Lisa Beach,Casting,1,Production
436,Sarah Katzman,Casting,1,Production
3227,Steve Pink,Producer,2,Production
11814,Todd Garner,Producer,2,Production
21066,Patrick O'Neill,Writer,2,Writing
32797,Arianne Phillips,Costume Design,0,Costume & Make-Up
113097,Derek Vanderhorst,Sound Effects Editor,0,Sound
59445,Donna DeSeta,Casting,1,Production
79664,Jim Behnke,Production Manager,2,Production
106962,Steve Bissinger,Sound Effects Editor,0,Sound
138379,Paul Richards,Leadman,2,Art
582915,José Luis Escolar,Line Producer,0,Production
970836,Jeremy Gordon,Casting Associate,2,Production
1021691,Kyle Coker,Casting Associate,0,Production
1316003,Jane Galli,Makeup Department Head,0,Costume & Make-Up
1352964,Anthony Syracuse,Construction Coordinator,0,Art
1365542,Paul Pirola,Sound Effects Editor,0,Sound
1367505,Ted Caplan,Music Editor,0,Sound
1387217,Wendy Means,Art Department Coordinator,0,Art
1401373,Guy Adan,Unit Publicist,0,Crew
1405422,Gary Duncan,Picture Car Coordinator,0,Crew
1408395,Frans Wetterings III,Best Boy Electric,0,Lighting
1416153,Donald Sylvester,Supervising Sound Editor,0,Sound
1423986,Robin Sweet,Unit Production Manager,2,Production
1428202,Gregg Smrz,Stunt Coordinator,2,Crew
1428842,Rosa J. Colón,Set Costumer,1,Costume & Make-Up
1432022,Eric Durst,Visual Effects Supervisor,0,Visual Effects
1449995,Patrick Hoeschen,Best Boy Electric,2,Lighting
1521474,Kristen Barry,Key Hair Stylist,0,Costume & Make-Up
1527912,Beth Lipari,Casting Associate,0,Production
1531874,Robin Fredriksz,Makeup Artist,0,Costume & Make-Up
1533015,Taylor Carrasco,Animation Director,0,Visual Effects
1533016,Chad Shattuck,Animation Supervisor,0,Visual Effects
1533026,Janet Muswell,Visual Effects Producer,0,Visual Effects
1533028,Gary Dahlquist,Rigging Gaffer,0,Lighting
1533031,Trevor Loomis,First Assistant Camera,0,Camera
1533052,Lona Vigi,Hairstylist,1,Costume & Make-Up
1533054,Kris Peck,Property Master,0,Crew
1533060,Andrew Buckland,First Assistant Editor,0,Editing
1538763,Pau Costa,Special Effects Supervisor,0,Visual Effects
1552497,John Stone,Construction Coordinator,2,Art
1555159,Lori Hornung,Production Coordinator,1,Production
1673973,Karen Teneyck,Assistant Art Director,0,Art
1702598,Marsha L. Swinton,Associate Producer,0,Production
1703012,Giacomo Ghiazza,Storyboard,0,Writing
1703013,Mick Cummings,Set Decoration Buyer,0,Art
1703014,Joseph Carson,Visual Effects Editor,2,Crew
1703015,Ryan Ganimian,Post Production Assistant,0,Crew
1703016,Daniel Nussbaum,Post Production Assistant,0,Crew
1703017,Laura Morgan,Assistant Costume Designer,1,Costume & Make-Up
1703019,Carmen Butts,Hairstylist,0,Costume & Make-Up
1703021,Jeff N. Maclean,Location Manager,2,Production
1703022,Luke Ramsey,Location Manager,2,Production
1703023,Steve Cainas,Production Coordinator,0,Production
1703036,Ralph Lauren,Thanks,0,Crew
73772,Barry Levine,Producer,2,Production
99411,Karl Gajdusek,Screenplay,2,Writing
309103,Michael Meyers,Conceptual Design,0,Art
457430,Dave Morrison,Executive Producer,2,Production
575762,Jesse Berger,Executive Producer,0,Production
575764,RJ Mino,Unit Production Manager,0,Production
575767,Raj Rihal,Conceptual Design,0,Art
575770,Michael Lewis,Production Controller,0,Crew
966096,M83,Original Music Composer,0,Sound
1098740,Joseph Trapanese,Original Music Composer,0,Sound
1193391,Anthony Gonzalez,Original Music Composer,0,Sound
19801,Rick McCallum,Producer,0,Production
33193,Trisha Biggar,Costume Design,1,Costume & Make-Up
10197,Fred Hole,Art Direction,2,Art
33194,Robin Gurland,Casting,0,Production
19802,Jonathan Hales,Screenplay,2,Writing
1447473,Jeff Johnson,Animation,0,Visual Effects
197,David Silverman,Co-Director,2,Directing
7881,Jill Culton,Original Story,1,Writing
7882,Jeff Pidgeon,Original Story,2,Writing
7886,Jim Stewart,Editor,2,Editing
7890,Tia W. Kratter,Art Direction,1,Art
7891,Dominique Louis,Art Direction,2,Art
7892,Glenn McQueen,Supervising Animator,2,Crew
7893,Rich Quade,Supervising Animator,0,Crew
7896,Rick Sayre,Shading,0,Visual Effects
7898,Sophie Vincelette,Set Dressing Supervisor,0,Costume & Make-Up
7902,Ruth Lambert,Casting,1,Production
7912,Marcia Gwendolyn Jones,Editorial Manager,0,Editing
7918,Bud Luckey,Visual Development,2,Visual Effects
7925,Geefwee Boedoe,Visual Development,0,Visual Effects
7943,Glenn Kim,CG Painter,0,Visual Effects
7944,Laura Phillips,CG Painter,0,Visual Effects
7945,Paul Mica,CG Painter,0,Visual Effects
7946,Jamie Frye,CG Painter,0,Visual Effects
7947,Phaedra Craig,CG Painter,0,Visual Effects
7948,Yvonne Herbst,CG Painter,0,Visual Effects
7949,Robin Cooper,CG Painter,0,Visual Effects
7950,Mark Cordell Holmes,Production Artist,0,Crew
7953,David Hong,Production Artist,0,Crew
7954,Gary Schultz,Production Artist,0,Crew
7955,Albert Lozano,Production Artist,0,Crew
7957,Bud Thon,Production Artist,0,Crew
7958,Lawrence Marvit,Production Artist,0,Crew
7961,Norm DeCarlo,Sculptor,0,Art
7963,Carter Goodrich,Visual Development,0,Visual Effects
7964,Kevin Hawkes,Visual Development,0,Visual Effects
7965,J. Otto Seibold,Visual Development,0,Visual Effects
7966,Nicolas Marlet,Visual Development,0,Visual Effects
7967,Peter DeSeve,Visual Development,0,Visual Effects
7968,Oscar Grillo,Visual Development,0,Visual Effects
7969,Lane Smith,Visual Development,0,Visual Effects
7970,Chris Ure,Visual Development,0,Visual Effects
7973,Nick Vlahos,Art Department Assistant,0,Art
7995,Billy Merritt,Animation,0,Visual Effects
7996,Brett Pulliam,Animation,0,Visual Effects
7998,Bret 'Brook' Parker,Animation,0,Visual Effects
7999,Gini Cruz Santos,Animation,0,Visual Effects
8001,Trish Carney,Set Dressing Manager,0,Costume & Make-Up
8002,Jon Childress Farmer,Set Dresser,0,Art
8004,Phat Phuong,Set Dressing Artist,0,Costume & Make-Up
8005,Dan Sukiennik,Set Dressing Artist,0,Costume & Make-Up
8006,Elizabeth Tobit,Set Dressing Artist,0,Costume & Make-Up
8007,David Eisenmann,Set Dressing Artist,0,Costume & Make-Up
8008,Jessica Hutchison,Set Dressing Production Assistant,0,Costume & Make-Up
8009,Sarah Jo Helton,Animation Manager,0,Visual Effects
8010,Doug Sweetland,Animation Director,0,Visual Effects
8017,Jeff Pratt,Animation,0,Visual Effects
8018,David DeVan,Animation,0,Visual Effects
8019,Stephen Gregory,Animation,0,Visual Effects
8021,Bobby Podesta,Animation,0,Visual Effects
8023,Kyle Balda,Animation,0,Visual Effects
8024,Stephen Barnes,Animation,0,Visual Effects
8025,Michael Berenstein,Animation,0,Visual Effects
8027,Ricardo Curtis,Animation,0,Visual Effects
8029,Jimmy Hayward,Animation,2,Visual Effects
8030,Nancy Kato,Animation,0,Visual Effects
8031,Bobby Beck,Animation,0,Visual Effects
8035,Karen Kiser,Animation,0,Visual Effects
8036,Wendell Lee,Animation,0,Visual Effects
8037,Daniel Mason,Animation,0,Visual Effects
8038,Amy McNamara,Animation,0,Visual Effects
8039,James Ford Murphy,Animation,0,Visual Effects
8041,Robert H. Russ,Animation,0,Visual Effects
8043,Patty Kihm Stevenson,Animation,0,Visual Effects
8044,David Tart,Animation,0,Visual Effects
8045,Jon Mead,Animation,0,Visual Effects
8047,Peter Nash,Animation,0,Visual Effects
8048,Sanjay Patel,Animation,0,Visual Effects
8049,Roger Rose,Animation,0,Visual Effects
8050,Alan Sperling,Animation,0,Visual Effects
8051,Ross Stevenson,Animation,0,Visual Effects
8052,J. Warren Trezevant,Animation,0,Visual Effects
8054,Adam Wood,Animation,0,Visual Effects
8055,Tasha Wedeen,Animation,0,Visual Effects
8056,Kureha Yokoo,Animation,0,Visual Effects
8057,Ron Zorman,Animation,0,Visual Effects
8058,Paul Mendoza,Fix Animator,0,Visual Effects
8059,Jenni Tsoi,Animation Department Coordinator,0,Visual Effects
8061,Kathleen Relyea,Animation Fix Coordinator,0,Visual Effects
8062,Gabrielle Siegel,Animation Production Assistant,0,Visual Effects
8064,Robert Grahamjones,Editor,0,Editing
8065,Torbin Xan Bullock,First Assistant Editor,0,Editing
8068,Margaret Hou,Assistant Editor,0,Editing
8072,Greg Snyder,Assistant Editor,2,Editing
8073,Chris Vallance,Assistant Editor,0,Editing
8074,Mark Yeager,Assistant Editor,0,Editing
8075,Luis Alvarez y Alvarez,Additional Editorial Assistant,2,Editing
8076,Jack Curtis Dubowsky,Additional Editorial Assistant,0,Editing
8079,Hoon H. Kim,Editorial Coordinator,0,Editing
8081,Atsuko Yamagishi,Editorial Production Assistant,0,Editing
8082,Deirdre Warin,Modeling,0,Visual Effects
8083,Eliot Smyrl,Modeling,0,Visual Effects
8084,Brian Green,Modeling,0,Visual Effects
8085,Christian Hoffman,Modeling,0,Visual Effects
8086,Mark Adams,Modeling,0,Visual Effects
8087,James Bancroft,Modeling,0,Visual Effects
8088,Paul Aichele,Modeling,0,Visual Effects
8091,Bill Sheffler,Modeling,0,Visual Effects
8093,Christine Waggoner,Modeling,0,Visual Effects
8094,Ethan Owen,Production Coordinator,0,Production
8095,Sue Maatouk-Kalache,Shading,0,Visual Effects
8096,Daniel McCoy,Shading,0,Visual Effects
8097,Ben Jordan,Shading,0,Visual Effects
8098,Anthony A. Apodaca,Shading,0,Visual Effects
8099,Byron Bashforth,Shading,0,Visual Effects
8100,David Batte,Shading,0,Visual Effects
8101,Gina Trbovich-Malewicz,Shading,0,Visual Effects
8104,Janet Lucroy,Directing Lighting Artist,0,Lighting
8105,Joyce Powell,Directing Lighting Artist,0,Lighting
8106,Lauren Alpert,Master Lighting Artist,0,Lighting
8107,Scott Clifford,Master Lighting Artist,0,Lighting
8110,Chad Belteau,Lighting Artist,0,Lighting
8112,Bahram Hooshmand,Production Coordinator,0,Production
8113,Elizabeth Gonzales-Guerra,Lighting Production Assistant,0,Lighting
8124,Brad Andalman,Software Team Lead,0,Crew
8125,Rob Cook,Software Team Lead,0,Crew
8126,Bena Currin,Software Team Lead,0,Crew
8127,Thomas Hahn,Software Team Lead,0,Crew
8128,John Alex,Software Engineer,0,Crew
8129,Ronen Barzel,Software Engineer,0,Crew
8130,Tom Duff,Software Engineer,0,Crew
8131,Brad West,Software Engineer,0,Crew
8132,Ian Buono,Documentation & Support,0,Crew
8133,Tom Deering,Documentation & Support,0,Crew
8134,Perrin Cutting,Camera Department Manager,0,Camera
8135,Louis Rivera,Camera Supervisor,0,Camera
8137,Drew Rogge,Machinist,0,Crew
8138,Don Conway,Camera Technician,0,Camera
8139,David DiFrancesco,Photoscience Manager,0,Crew
8140,Beth Sullivan,Department Administrator,1,Crew
8142,Catherine Roehl,Production Accountant,0,Production
8147,Tricia Andres,Production Office Coordinator,0,Production
8148,Arik Ehle,Production Office Assistant,0,Crew
8150,Erik Forman,Information Systems Manager,0,Crew
8154,Andra Smith,Editorial Services,0,Editing
8156,Courtney Bergin,Post Production Assistant,0,Crew
8157,Doc Kane,Sound Editor,0,Sound
8164,Tony Eckert,Foley,0,Sound
8172,Bruno Coon,Music Editor,2,Sound
8173,Brenda Heins,Sound Editor,0,Sound
94028,Robert Taylor,Finance,0,Production
61419,Matthew Jon Beck,Casting,2,Production
231202,Dylan Brown,Animation,0,Visual Effects
1449172,Lindakay Brown,Foley Editor,0,Sound
1458006,Susan Bradley,Title Designer,0,Art
1472578,Karen Dufilho-Rosen,Co-Producer,0,Production
1610869,Chris DeLaGuardia,Color Timer,0,Editing
1623532,LeighAnna Frostad,Key Hair Stylist,0,Costume & Make-Up
1623535,Tony Basso,Security,0,Crew
1623537,Jessica Donohoe,Script Coordinator,0,Directing
1623539,Bruce J. Nachbar,Production Manager,0,Production
1623540,Jonathan Sacks,Orchestrator,0,Sound
1623542,Frank Wolf,Scoring Mixer,0,Sound
1623548,Dan Lee,Visual Effects,0,Visual Effects
1623553,Nils Erdmann,Finance,0,Production
1739962,Mary Beth Smith,Negative Cutter,0,Editing
2199,Scott Frank,Screenplay,2,Writing
17116,Rika Nakanishi,Art Direction,0,Art
113041,David Betancourt,ADR & Dubbing,0,Sound
56786,Ross Emery,Director of Photography,2,Camera
75292,Rebecca Cohen,Set Decoration,0,Art
75523,Anna Gray,Key Hair Stylist,0,Costume & Make-Up
75553,Toby Oliver,Additional Camera,2,Camera
76088,Wendy De Waal,Makeup Artist,0,Costume & Make-Up
34933,Steve Gerber,Characters,2,Writing
173658,Len Wein,Characters,2,Writing
445256,Eric Schmidt,Additional Photography,2,Camera
1046729,Jessica Kelly,Casting,0,Production
1095403,Yôko Narahashi,Casting,0,Production
1188046,Guntis Sics,Sound Recordist,0,Crew
1195199,"John Romita, Sr.",Characters,0,Writing
1323257,Roberta Shaw,Set Costumer,0,Costume & Make-Up
1352284,Yuji Wada,Gaffer,0,Lighting
1391729,Ben Rothstein,Still Photographer,2,Camera
1402900,Calum McFarlane,Camera Operator,0,Camera
1405238,Leigh Mackenzie,Camera Operator,0,Camera
1465352,Elly Kamal,Costume Supervisor,0,Costume & Make-Up
1494208,Peter Gulla,Camera Operator,0,Camera
1527913,Karen Maxwell,Casting Associate,0,Production
1527914,Gypsy Taylor,Assistant Costume Designer,0,Costume & Make-Up
1527915,Art Reasonover,Costume Supervisor,0,Costume & Make-Up
1527919,Olli Sillankorva,Carpenter,0,Crew
1527920,Joshua Zeigler,Carpenter,0,Crew
1527925,Matthew Temple,Steadicam Operator,0,Camera
1527926,Matt Toll,First Assistant Camera,0,Camera
1527930,Beauxregard Neylon,ADR & Dubbing,0,Sound
45702,Paul Martin Smith,Editor,2,Editing
8930,John Cleese,Writer,0,Writing
12067,Jane Hartwell,Producer,0,Production
71267,Kirk De Micco,Director,2,Directing
1448082,David Lee,Digital Producer,0,Crew
997,Thierry Arbogast,Director of Photography,2,Camera
2424,Pierre-Jacques Bénichou,Casting,0,Production
19379,Yannick Kergoat,Editor,2,Editing
20674,Thomas Langmann,Director,2,Directing
24530,René Goscinny,Author,2,Writing
24531,Albert Uderzo,Author,0,Writing
24886,Frédéric Forestier,Director,2,Directing
24887,Alexandre Charlot,Screenplay,0,Writing
24888,Olivier Dazat,Screenplay,2,Writing
24889,Franck Magnier,Screenplay,0,Writing
24890,Frédéric Talgorn,Original Music Composer,0,Sound
47814,Jean-Louis Monthieux,Executive Producer,0,Production
47815,Madeline Fontaine,Costume Design,1,Costume & Make-Up
47816,Michel Kharat,Sound Designer,0,Sound
47818,Jean-Paul Hurier,Sound Designer,2,Sound
47819,Marc Doisne,Sound Designer,2,Sound
1371285,Christian Rajaud,VFX Supervisor,0,Visual Effects
1047,Tom Rolf,Editor,2,Editing
7690,C.O. Erickson,Executive Producer,2,Production
14342,Richard C. Goddard,Set Decoration,2,Art
60706,Jeff Gullo,Editor,2,Editing
71234,John Rice,Screenplay,2,Writing
71235,Joe Batteer,Screenplay,2,Writing
71236,Tracie Graham-Rice,Producer,1,Production
71237,Alison R. Rosenzweig,Producer,1,Production
1408528,Philip Tallman,Music Editor,0,Sound
1432026,Ray Boniker,First Assistant Editor,0,Editing
1478953,Cate Hardman,Script Supervisor,1,Directing
1537690,Al Goto,Stunt Coordinator,0,Crew
1564887,Lynette Wich,Art Department Coordinator,0,Art
35796,Craig Mazin,Screenplay,2,Writing
80675,Evan Spiliotopoulos,Screenplay,2,Writing
19501,Galen Walker,Producer,0,Production
19502,Kevin Eastman,Characters,2,Writing
19503,Peter Laird,Characters,2,Writing
54843,Andrew Form,Producer,2,Production
54844,Bradley Fuller,Producer,2,Production
1018752,Eric J. Crown,Executive Producer,0,Production
1453931,Jonathan Macintosh,Animation,0,Visual Effects
1453933,Danny Southard,Animation,0,Visual Effects
1459725,Christopher Walsh,Animation,2,Visual Effects
1459742,Akemi Abe,Animation,0,Visual Effects
1459745,Oz Gani,Animation,0,Visual Effects
1459746,Paul Hopkins,Layout,0,Directing
1459749,Christian Liliedahl,Animation,0,Visual Effects
1459750,Dave Logan,Animation,0,Visual Effects
1459751,Dave Mah,Animation,0,Visual Effects
1459753,Chris McGaw,Animation,0,Visual Effects
1459754,Lee McNair,Animation,0,Visual Effects
1459755,Adrian Millington,Animation,0,Visual Effects
1459756,Jee Young Park,Animation,0,Visual Effects
1459757,Pete Peggy,Animation,0,Visual Effects
1459758,Terence P. Reilly,Animation,0,Visual Effects
1459760,Adam Schnitzer,Layout,0,Directing
1459761,Ryan Sluman,Animation,0,Visual Effects
1459762,Anand Somasundaran,Animation,0,Visual Effects
1459763,Rini Sugianto,Animation,0,Visual Effects
1459765,Phan Wiantrakoon,Animation,0,Visual Effects
1459767,Kirsten Yamaguchi,Animation,0,Visual Effects
1459768,Shaun Lowry,Grip,0,Camera
1459769,Frank Alfano,Stunts,0,Crew
40810,Glenn Freemantle,Sound Designer,0,Sound
40813,Gillian Dodders,Dialogue Editor,0,Editing
17428,Nicolas Becker,Foley,0,Sound
23655,Joanne Woollard,Set Decoration,1,Art
25365,Richard Hicks,Casting,2,Production
92332,Waldo Sanchez,Hairstylist,0,Costume & Make-Up
1003190,Jonás Cuarón,Writer,0,Writing
1084741,Mark Sanger,Editor,2,Editing
1205448,Janey Temime,Costume Design,0,Costume & Make-Up
1223036,Fiona Walkinshaw,Visual Effects Producer,0,Visual Effects
1338969,Niv Adiri,Sound Re-Recording Mixer,0,Sound
1338970,Danny Freemantle,Sound Effects Editor,0,Sound
1393364,Peter Taylor,Camera Operator,0,Camera
1394716,Emilie O'Connor,Dialogue Editor,0,Editing
1404223,Lars Vinther,Visual Effects Editor,0,Crew
1406189,Nina Hartstone,ADR & Dubbing,0,Sound
1410188,Tim Webber,Visual Effects Supervisor,2,Visual Effects
1420634,Chris Cull,Property Master,0,Crew
1425477,Nick Watson,Dolby Consultant,0,Sound
1461600,Rosie Goodwin,Set Decoration,0,Art
1461609,Samantha Knox-Johnston,Special Effects Coordinator,0,Crew
1461610,Andy Walker,CG Supervisor,0,Crew
1461611,Max Solomon,Animation Supervisor,0,Visual Effects
1461612,David Shirk,Animation Supervisor,0,Visual Effects
1461613,Chris Lawrence,CG Supervisor,0,Crew
1461614,Sylvain Degrotte,CG Supervisor,0,Crew
1461615,Nikhil M. Anand,Simulation & Effects Artist,0,Visual Effects
1461616,Daniele Antinolfi,Simulation & Effects Artist,0,Visual Effects
1461617,Andrea Arghinenti,Simulation & Effects Artist,0,Visual Effects
1461618,Harry Bardak,Sequence Supervisor,0,Crew
1461619,Phoenix Chan,Simulation & Effects Artist,0,Visual Effects
1461620,Michelle Dean,Simulation & Effects Artist,0,Visual Effects
1461621,Alessandro Gobbetti,Simulation & Effects Artist,0,Visual Effects
1461622,Jessica Amber Hurst,Simulation & Effects Artist,0,Visual Effects
